the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.134238843829 29.944349007373),876506,CARROLLTON MARKET,8132 HAMPSON ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DUBLIN PARK MANAGEMENT, LLC",3660591.63891,527239.374143
POINT (-90.057100418243 29.968415826427),876736,GENE'S  POBOY,1040 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GENE'S POBOY, LLC.",3684923.12911,536254.812935
POINT (-90.068705708319 29.977526612179),876781,HOOKS CATCHING & FRYING,2100 ST BERNARD AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HOOKS CATCHING & FRYING INC,3681212.18332,539527.09889
POINT (-90.076058011873 29.937958170847),877326,SUSHI BROTHER'S,1612 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SUSHI BROTHER'S INC,3679042.44027,525112.927421
POINT (-90.114890272442 29.961773690373),877485,WENDY'S #214,3138 SOUTH CARROLLTON AVE,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3666651.77607,533640.295941
POINT (-90.08710362606 29.923545866934),876409,BAYOU BURGER AND SPORTS COMPANY,3226 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"3226 MAGAZINE ST CCRC,LLC",3675601.18568,519833.875448
POINT (-90.072296750157 29.952281081468),877455,VIET ORLEANS BISTRO,300 BARONNE ST,,NEW ORLEANS,LA,70112,504-333-6917,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VIET ORLEANS BISTRO LLC,3680176.34837,530334.34989
POINT (-90.052441842453 29.968696145549),877262,SPOTTED CAT FOOD & SPIRITS,2372 ST CLAUDE AVE,#130,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"APO,LLC",3686396.95228,536373.205191
POINT (-90.06500334619 29.955848906602),877388,THE NAPOLEON HOUSE  BAR & REST,500 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE NAPOLEON CORPORATION,3682471.54594,531657.232707
POINT (-90.0910763916 29.922426537757),876800,IMPERIAL WOODPECKER SNO-BALLS,3511 MAGAZINE ST,STE C,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SWEET LOU'S NEW ORLEANS SNOBALLS,3674347.202,519413.182391
POINT (-90.065715281273 29.956392838102),877056,OMNI ROYAL ORLEANS HOTEL,621 ST LOUIS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OMNI NEW ORLEANS CORP,3682243.92175,531852.531395
POINT (-90.054571529549 29.952178293249),877345,TAVOLINO PIZZA & LOUNGE,141 DELARONDE ST,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TAVOLINO PIZZA, LLC",3685789.70166,530359.178818
POINT (-90.076989294557 29.951922709288),876384,ATCHAFALAYA,901-903 LOUISIANA AVE,,NEW ORLEANS,LA,70115,504-891-9623,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAFFE REST LLC,3678691.8167,530187.70942
POINT (-90.093906001402 29.926051134862),876580,COULIS,3625 PRYTANIA ST,,NEW ORLEANS,LA,70115,504-304-4265,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MIKO,LLC",3673436.63956,520721.510649
POINT (-90.133478977614 29.929361181363),876448,BROADWAY SERVICES,150 BROADWAY ST,,NEW ORLEANS,LA,70118-3508,504-865-9514,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BROADWAY SERVICES, INC",3660889.352,521791.748474
POINT (-90.0162006941 29.919168023238),877500,WING SNACK EXPRESS,3570 HOLIDAY DR,STE:1,NEW ORLEANS,LA,70114,504-874-1394,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),WING SNACK EXPRESS INC,3698078.31799,518493.160054
POINT (-90.081280713614 29.955855232183),876905,LOVE & PIE,401 S CLAIBORNE AVE,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LOVE & PIE , LLC",3677317.24686,531602.846339
POINT (-90.057801171846 29.962795487197),876923,MAISON DE LA MUSIQUE,508 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SHORELEAVE LLC,3684724.01282,534208.579333
POINT (-90.119126606501 30.005551168206),877194,RIZZUTO'S RISTORANTE & CHOPHOUSE,6262 FLEUR-DE-LIS DR,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FLEUR DE LIS RESTAURANT LLC,3665141.71309,549545.299411
POINT (-90.129765233795 29.947555335883),877102,PHO BISTRREAUX RESTAURANT,1200 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-304-8334,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NGUYEN-ERS LLC,3661996.144,528420.17184
POINT (-90.117854118657 29.96246137889),877174,RED STAR,8330 EARHART BLVD,,NEW ORLEANS,LA,70118,504-861-1934,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AI ZHEN ZOU,3665710.66496,533880.399237
POINT (-90.076989294557 29.951922709288),877214,SABA,5757 MAGAZINE ST,STE:A,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PH HENRY LLC,3678691.8167,530187.70942
POINT (-90.113574260668 29.962007612603),877153,RAISING CANE'S #141,3235 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,972-769-3100,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RAISING CANE'S RESTAURANTS, LLC",3667067.56634,533729.792581
POINT (-90.065461451216 29.944388357298),876730,GALLIANO,200 JULIA ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GALLIANO RESTAURANT, LLC",3682372.599,527488.154111
POINT (-90.104150054883 29.935642012469),876414,BEARCAT CAFE,2521 JENA ST,STE A,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BEARCAT FRERET LLC,3670154.44212,524174.1543
POINT (-90.109089116102 29.924939896996),876860,LA CREPE NANOU INC,1410 ROBERT ST,,NEW ORLEANS,LA,70115-4036,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LACREPE NANOU INC,3668631.73274,520265.722552
POINT (-90.020030850084 29.923725045555),876846,KFC,3663 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TACI INVESTMENTS,INC",3696846.05623,520136.31948
POINT (-90.070509481881 29.952991474019),877307,SUBWAY 53578,132 CARONDELET ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RANDAL CARONDELET#53578 INC,3680739.46523,530598.90765
POINT (-90.060230645564 29.959761098082),877430,TOAST,1035 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FRENCH TOAST LLC,3683967.02729,533096.608644
POINT (-90.068047235114 29.956326644404),876697,FISHBOWLS SOLD HERE,806 CONTI ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SWEET THINGS OF LOUISIANA, INC",3681505.77237,531820.299587
POINT (-90.031558830611 29.928603297275),877466,WAFFLE HOUSE,2631 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-227-2100,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WAFFLE HOUSE INC,3693174.37763,521868.549498
POINT (-90.073956104354 29.95011861527),876831,JOHNNY SANCHEZ,930 POYDRAS ST,UNIT B,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JOHNNY SANCHEZ, LLC",3679659.53346,529542.218497
POINT (-90.099151854269 29.97701915713),877116,PIZZA HUT #029429,309 N CARROLLTON AVE,STE:4,NEW ORLEANS,LA,70119,504-482-6111,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HORIZON RIVER RESTAURANTS LLC,3671575.39815,539237.468938
POINT (-90.112068420255 30.021169527493),877196,ROBERT E LEE SUBWAY,115 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,504-282-2267,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),IVAN D WARNER III,3667315.06996,555248.522073
POINT (-90.058902201606 29.966529397877),877404,THE RUBY SLIPPER CAFE,2001 BURGUNDY ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE RUBY SLIPPER CAFE, LLC",3684360.29167,535562.48807
POINT (-90.068760115193 29.954188229865),876623,DICKIE BRENNAN'S STEAK HOUSE,716 IBERVILLE ST,,NEW ORLEANS,LA,70130,504-521-8313,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SEVEN SIXTEEN IBERVILLE LLC,3681288.61973,531040.201474
POINT (-90.064759399398 29.941956775949),876722,FULTON PLACE RESTAURANT,901 CONVENTION CENTER BLVD,,NEW ORLEANS,LA,70130,504-566-1000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FULTON PLACE COFFEE SHOP, LLC",3682604.72034,526606.404158
POINT (-90.068887454719 29.952715166542),876704,FOGO DE CHAO,614 CANAL ST,STE:100,NEW ORLEANS,LA,70130,972-361-6233,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FOGO DE CHAO CHURRASCARIA (NEW ORLEANS) LLC,3681254.20789,530504.096514
POINT (-90.066772512479 29.954462312081),877374,THE GOVERNOR,301 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CCRC 301 CHARTRES LLC,3681916.90837,531146.819138
POINT (-90.076989294557 29.951922709288),877028,NEW YORK PIZZA,4416-18 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-6696,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PEPPERS RESTAURANT LLC,3678691.8167,530187.70942
POINT (-90.05898660557 30.002378805002),877066,ORIGINAL NEW ORLEANS SNO-BALL,4313 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,985-847-1081,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ORIGINAL NEW ORLEANS SNO-BALL, L.L.C.",3684188.58524,548598.396755
POINT (-90.063091997607 29.958430732245),877011,MURIEL'S,801 CHARTRES ST,,NEW ORLEANS,LA,70116,415-227-2000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MURIEL'S NEW ORLEANS LLC,3683066.37173,532602.783684
POINT (-90.087122775836 29.930086347403),876746,GRACIOUS BAKERY,2854 ST CHARLES AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE GROCERY INC.,3675569.25301,522212.16409
POINT (-90.016629548395 29.921953063197),877135,POPEYES FAMOUS FRIED CHICKEN  #2079,3825 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-362-6033,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AMERICA'S FAVORITE CHICK,3697930.83344,519504.331767
POINT (-89.959712576765 30.043858165819),877491,WENDY'S #245,6020 BULLARD AVE,,NEW ORLEANS,LA,70128,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3715428.30744,564044.862753
POINT (-90.057863419256 29.963443391344),877398,THE PRALINE CONNECTION,542 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-943-3934,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE PRALINE CONNECTION  CORP,3684701.68066,534443.961733
POINT (-90.114313356062 29.916068439134),876346,5300 TCHIPOTOULAS STREET D2,5300 TCHOUPITOULAS ST,D2,NEW ORLEANS,LA,,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"B E D CAFE, LLC",3667011.26394,517022.092213
POINT (-90.063233957185 29.956002452179),877333,T'S PIZZA & PASTA,600 DECATUR ST,# 206 B,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TOMMY PHAM, INC",3683031.20853,531719.273731
POINT (-90.073081765677 29.932721505224),876532,CHERRY COFFEE ROASTER,1581 MAGAZINE ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"LITTLE CHERRY,LLC",3680005.98984,523219.042619
POINT (-90.076989294557 29.951922709288),876408,BAYOU BREAKFAST,3111 GRAND ROUTE ST JOHN,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAYOU BREAKFAST LLC,3678691.8167,530187.70942
POINT (-90.030656454388 29.966741341631),877258,SOLO ESPRESSO,1301 POLAND AVE,,NEW ORLEANS,LA,70117,786-298-9570,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SOLO ESPRESSO,LLC",3693302.52841,535740.128391
POINT (-90.123568057604 29.941215470893),876434,BOOT PIZZA AND GRILL,1039 BROADWAY ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NC AND AC ENTERPRISES OF NEW ORLEANS, LLC",3663983.01044,526135.42227
POINT (-90.071923246882 29.954761917969),876560,CLEO'S,940 CANAL ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AL MADKOUR,LLC",3680284.69256,531237.775298
POINT (-90.108588204166 29.98469237326),877201,ROSEDALE,801 ROSEDALE DR,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SPICER ROSEDALE INC,3668558.15226,541995.698764
POINT (-90.076989294557 29.951922709288),877274,STARBUCKS COFFEE #27890,601 POYDRAS,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),STARBUCKS CORPORATION,3678691.8167,530187.70942
POINT (-90.048815543247 29.968952839325),877270,"ST.COFFEE ON ST. CLAUDE, LLC",2709 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-872-9798,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ST. COFFEE ON ST. CLAUDE, LLC",3687544.0333,536479.401095
POINT (-90.129811376434 29.941936461142),876523,CHAIS DELACHAISE,7708 MAPLE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),EVAN HAYES,3662002.99271,526376.779902
POINT (-90.067023262146 29.954850206993),876750,GREEN GODDESS RESTAURANT,307 EXCHANGE PL,,NEW ORLEANS,LA,70130,858-442-3368,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SPOON BILL KITCHENS LLC,3681835.94805,531286.99437
POINT (-90.076989294557 29.951922709288),876666,EL RINCONCITO,216/218 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-512-1993,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LA FINCA HOME PLATE INN LLC,3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),876798,IKURA HIBACHI & SUSHI,310 N CARROLLTON AVE,STE #100,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PJY HOLDINGS,LLC",3678691.8167,530187.70942
POINT (-90.112377148259 29.917465597726),876633,DOMILISE'S POBOY,5240 ANNUNCIATION ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DOMILISE'S POBOY, LLC",3667619.20282,517536.680694
POINT (-90.092073832298 29.928935299308),877166,RALLYS #403,1632 LOUISIANA AVE,,NEW ORLEANS,LA,70115,504-454-3207,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SELF SERVICE DRIVE THRU INC,3674005.61428,521776.579514
POINT (-90.075303453132 29.930709704344),876938,MAYAS,2027 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-309-3401,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAYAS RESTAURANT GROUP,  LLC",3679310.35515,522479.747002
POINT (-90.094193392956 29.963759682553),876899,LOS CATRACHOS RESTAURANT,3001 TULANE AVE,STE 4A,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LOS CATRACHOS TULANE INC,3673197.32155,534432.755781
POINT (-89.973411541365 30.035524781272),877467,WAFFLE HOUSE #1837,5801 READ BLVD,,NEW ORLEANS,LA,70127,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WAFFLE HOUSE, INC",3711130.32971,560962.831134
POINT (-90.133599954011 29.943269580827),876902,LOUISIANA PIZZA KITCHEN,615 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-866-5900,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BAYOU PIZZA, INC",3660798.07923,526848.970942
POINT (-89.976993293056 30.038932324871),877223,SALADS GALORE & MORE,7011 READ BLVD,M,NEW ORLEANS,LA,70127,504-240-6552,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SALADS GALORE & MORE, LLC",3709982.40702,562188.511007
POINT (-90.057531021851 29.962952392242),876340,13,517 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-943-6368,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MONAGHAN ENTERPRISES, INC",3684808.91497,534266.588165
POINT (-90.084782719301 29.96417887282),876885,LEGENDS NEW ORLEANS,2501 CANAL ST,,NEW ORLEANS,LA,70119,504-237-3097,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LEGENDS NEW ORLEANS LLC,3676175.34504,534617.53479
POINT (-90.069534942755 29.955082611144),877007,MR. ED'S SEAFOOD AND OYSTER BAR,821 IBERVILLE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"821 IBERVILLE , LLC.",3681039.67759,531362.724162
POINT (-90.075488832888 29.949935750897),876813,J-K SANDWICH,1100 POYDRAS ST,120,NEW ORLEANS,LA,70163,504-582-2433,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"THONG, XYPAY",3679174.89243,529470.390785
POINT (-90.06295149726 29.959874667732),876472,CAFE AMELIE,912 ROYAL ST,,NEW ORLEANS,LA,70116,504-524-7004,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ROYAL STREET BISTRO LLC,3683105.03874,533128.3449
POINT (-90.100281423391 29.973989308765),877425,THEOS PIZZA (CANAL),4024 CANAL ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),4024 CANAL ST LLC,3671229.64782,538131.847945
POINT (-90.027806537474 30.032484439124),877235,SEA-Q,5750 HAYNE BLVD,,NEW ORLEANS,LA,70126,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SEA-Q SEAFOOD VS BARBEQUE LLC.,3693932.47549,559657.066909
POINT (-90.065095800655 29.95085973894),877080,PANDA CAFE,333 CANAL ST,SUITE 351,NEW ORLEANS,LA,70130,504-524-8422,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"DINH, HOUNG T",3682462.35061,529842.664897
POINT (-90.076989294557 29.951922709288),877172,RED DOG DINER,3122 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-593-8269,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RED DOG DINER LLC,3678691.8167,530187.70942
POINT (-90.085880140905 29.967637932552),876701,FLAMBEAUX SMOKEHOUSE & BBQ ON BROAD,301 N BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SWEET THINGS OF LOUISIANA INC,3675814.17819,535871.595591
POINT (-90.076989294557 29.951922709288),876757,HAIFA RESTAURANT,4740 CANAL STREET,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HAIFA RESTAURANT NOLA LLC,3678691.8167,530187.70942
POINT (-90.068009683522 29.956770054076),876449,BROUSSARD'S RESTAURANT,819 CONTI ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BROUSSARD'S RESTAURANT LLC,3681515.88271,531981.671043
POINT (-90.070785958593 29.95304733876),876776,HOBNOBBER VARIETY BAR & REST,139 CARONDELET ST,,NEW ORLEANS,LA,70130-2501,504-486-1300,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"C B D EXPRESS, INC",3680651.6916,530618.257218
POINT (-90.135548198888 29.952282123273),876587,COWBELL,1200 EAGLE ST,,NEW ORLEANS,LA,70118,504-866-4222,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GREEN TOMATO PRODUCTION LLC,3660146.82189,530119.825217
POINT (-90.101059806132 29.920599780464),876509,CASAMENTO'S RESTAURANT,4330 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-9761,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CASAMENTO'S RESTAURANT LLC,3671192.00404,518714.760695
POINT (-89.912066147199 30.039183783686),876488,CAFE MY LE,14401 PELTIER DR,STE 112,NEW ORLEANS,LA,70129,504-400-7269,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CAFE MY LE,3730523.24979,562528.929952
POINT (-90.086036455249 29.924082042831),877408,THE RUM HOUSE,3128 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-941-7560,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),B & P RESTAURANT GROUP LLC,3675937.09582,520032.526264
POINT (-90.06527140475 29.95571429726),877067,ORIGINAL PIERRE MASPEROS,440 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PIERRE MASPERO'S, LLC",3682387.20623,531607.344387
POINT (-90.099322194985 29.920868026945),877411,THE STANDARD,4206 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE STANDARD EATING HOUSE LLC,3671741.36878,518818.228151
POINT (-90.020665869878 30.010995905738),876639,DOMINO'S PIZZA #5224,3931 DOWNMAN RD,,NEW ORLEANS,LA,70126,504-246-3030,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA INC,3696281.35837,551868.817942
POINT (-90.042853529368 29.963832058083),877231,SATSUMA,3218 DAUPHINE ST,,NEW ORLEANS,LA,70117,504-261-8415,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),PETIT BOURGEOISIE LLC,3689452.64041,534638.50855
POINT (-90.073349535856 29.945255310358),876664,EL PATIO,845 CARONDELET ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JWI ENTERPRISES, LLC.",3679871.06229,527775.854719
POINT (-90.104008501902 30.003965862633),877412,THE STEAK KNIFE RESTAURANT,888 HARRISON AVE,,NEW ORLEANS,LA,70124,504-488-8981,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STEAK KNIFE INC,3669932.72058,549019.836627
POINT (-90.050351857753 29.96450211341),877038,NOLA DELI,2706 ROYAL ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NOLA DELI LLC,3687075.74146,534855.504262
POINT (-90.076989294557 29.951922709288),876364,ANCORA PIZZERIA,4508 FRERET ST,,NEW ORLEANS,LA,70115,707-391-8667,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LA VERA PIZZA,LLC",3678691.8167,530187.70942
POINT (-90.058767563901 29.988949827591),877225,SAMMY'S FOOD SERVICE,3000 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SAMMY'S FOOD SERVICE LLC,3684312.23209,543715.873742
POINT (-90.09428843197 29.926995087918),877322,SUPERIOR GRILL,3636 ST CHARLES AVE,,NEW ORLEANS,LA,70115,504-899-4200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SUPERIOR BAR & GRILL INC,3673311.79393,521063.456377
POINT (-90.076405043964 29.937475655144),876459,BURGER KING #360,1700 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3678934.45659,524936.261501
POINT (-90.065514774341 29.963509027928),876658,EFFERVESCENCE,1036 N RAMPART ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),EFFERVESCENCE LLC,3682278.78056,534440.943557
POINT (-90.06627177124 29.949800254419),877499,WINDSOR COURT HOTEL,300 GRAVIER ST,,NEW ORLEANS,LA,70130,504-523-6000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AIMBRIDGE CONCESSIONS, INC.",3682094.21813,529453.277569
POINT (-89.955517026745 30.040082731647),876644,DON VILLAVASO,5931 BULLARD AVE,,NEW ORLEANS,LA,70128,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DON VILLAVASO LLC,3716772.1614,562687.909664
POINT (-90.109416667339 30.005112524556),876627,"DISTRICT DONUTS, SLIDES, BREW",527 HARRISON AVE,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TURNCHANGE, LLC",3668216.57652,549418.486355
POINT (-90.067810103835 29.946410706326),877464,VYOONE'S,412 GIROD ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PROFESSIONAL NETWORK CONSULTING SERVICES, LLC.",3681620.68469,528215.331072
POINT (-90.071759351188 29.95531113696),877402,THE RUBY SLIPPER CAFE,1005 CANAL ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RSC DOWNTOWN 2 LLC,3680334.39227,531438.062787
POINT (-90.088901122951 30.011160052728),876412,BAYOU OAKS,1040 FILMORE AVE,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),1040 BAYOU OAKS,3674685.80635,551687.547861
POINT (-89.991662452936 30.028219649029),877095,PEKING HOUSE,5741 CROWDER BLVD,STE B1,NEW ORLEANS,LA,70127,504-244-0891,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LI, GUANG  FENG",3705386.89835,558238.331548
POINT (-90.076989294557 29.951922709288),877386,THE MILK BAR,710 CARROLLTON AVE /BIENVILLE (DOWNTOWN/LAKESIDE),,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE MILK BAR, INC",3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),877139,POPEYES FAMOUS FRIED CHICKEN  #2485,5711 READ BLVD,,NEW ORLEANS,LA,70127,504-245-8590,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AMERICA'S FAVORITE CHICK,3678691.8167,530187.70942
POINT (-90.107083227665 29.924841317587),876854,KYOTO SUSHI NOLA LLC,4821 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OSAKAKOHAI,3669267.48526,520236.669112
POINT (-90.074314397328 29.94030678773),876618,DELMONICO RESTAURANT,1300 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-558-3944,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),EMERIL LLC,3679585.27592,525973.033149
